filename,fid,similarity_score
&quot;BCat Bites a Bit&quot; .wav,bd2dac7743622f9e5e2a1cb8fdd60755,0.5883446396111478
(Door) Porte entree.wav,00c62f9ab1799c436a9a3933b837a8d8,0.4882687477901395
", iannaeneee iiaca, caienu niaoe iaao aaaiiaie, nooe eie n, oi e naeno aaoa ia neiinoe, caii eaaaaoia iiiineon.wav",71d5e75ed3180cf9c79b596c2162a681,0.710220179064585
00264 hill creek 1.wav,752bd52ddac63583f216128d10f25d55,0.4954280531195824
00294 harvest festival rumour 1.wav,afff54cda40640b2777bfb7c6f08a7dd,0.48349750628751
002_78_rpm_vinyl_noise_44_16_lossless.wav,f01af6f9fca223b80668e25a6a76b8b9,0.5512637397765655
00332 lake beach 1.wav,524a80263e4934e8bd171f12435aab2f,0.3307606336827043
00523 trolley bus and city bus 1.wav,1672add7f85815fa76f7156e0e6e37e5,0.40947139703387575
00708 christmas background 1.wav,ab8c158bbb1cd26f313e11e99899a9a0,0.5443170581671389
008 War 2.wav,4d06bdbf82a636f14d4ed8166e2d0d15,0.6543818342049003
00_BRUSH.wav,b54e1efe516c694a2cd5cb0b8faef642,0.5135987319762811
01 car sequence.wav,a5c0329bdcfd999291db42dc9d881c56,0.5684170583363801
01 residential elevator with door open and close.wav,0e26e0ba510e69663eb3eec11f508fe7,0.4539995067321127
"01-31 Footsteps, Wood, Barefoot, Jumps &amp; Scuffs.wav",ca50f970f591bc9adac35c1bdc12496d,0.5849244498340989
01-BikeDemo_Speaker.wav,f09ca0e134d70875834c76736364e6f2,0.46944220363952965
01-Osterport_WaitingHall.wav,41992d1d7dfb2535ff65a6a9dbe44e5f,0.4595137579003827
01-bottle-water-sparkle.wav,db5a32c6d3e570b6b5b8c6a06c6bea0f,0.2928180885447018
0111 Ambulance.wav,3e73eceaff67b765c4e33649562a86e7,0.3376680466728253
0112_032412 bubbling brook 1min 96k.wav,c519a391cbf3c85453103a50355ba0b6,0.5419031159652735
0168 Convenience_store.wav,94a68d667db662a960c9a6cc72d5a384,0.3752499786149681
02 Winchester street 1.wav,6270d840218d41d296865ae55605d763,0.3987494413352812
020220_00.wav,763d71d5d752c41cef1897606a5356e3,0.5750017347956119
0211_165814 tea prep.wav,866d7ef3249c71de5dbf5dc94669a9c8,0.6172721121061427
0221 Bar_terrace.wav,5bcdd698c8419aae57d483db19f0bd3a,0.5899013375809736
0224 Plaza_Mayor_escaleras.wav,c41401bb7a461c6a59f6fdfbaebf2cbb,0.6214665461032877
022_House_BackYardAmbient.wav,e3268c2d8ac8e7589052a98a36687442,0.4830428468049579
0241 Busy_street.wav,22baf6730992e060e339a25726d0fa7f,0.6721519716038139
02582 cinematic fat hits.wav,50a20a0699732b961ea63001a12126a4,0.41674259325690705
02763 inside damaged chopper.wav,cd9a7f8b8efbb466b0c8cc09213b6da2,0.34568952692287774
02901 hurricane wind in suburb.wav,d81057a20a3b6c66cda03ef97c8f0c7a,0.4764745425103666
02paint_and_glass.wav,163370ed50cbaf07e458acdef03f5ed3,0.49098797987719606
03 Whales Slowing Down.wav,db90551f9ee04922c5c172b842506e19,0.3793852535317832
03-140210_1809.wav,ce09346a48118527cc1687105cd2d927,0.5358750332440195
03-Osterport_Platform_Calm_S-TrainDepart_Arrival.wav,5a8bb9c37fd3d441dc4f9942484a6875,0.706976238089424
0327 Quiet_road_Naebang.wav,52d4c78a795105ef3303608826bfdbef,0.5360513858507858
0346 Traffic_at_Sindang.wav,9a4986d3fe1700975690db14aaef9be8,0.3449024543257154
04-Osterport_Platform_S-Train_Arrival.wav,4a03e350462c5a3c6ab7451160271702,0.25938000391861066
0400 Traffic_police.wav,b11cc8a684e518992da77f6a85a3047f,0.25376918827609196
0401 Traffic_light_sound.wav,a3623b8d3da937f69bb1eac84acc714a,0.41846499642078044
043015 Running water into bathtub 1.wav,498559790638ae0b04feed0e1125b232,0.4207334495282518
04638 heating bleeding valve.wav,d05dc0a2782c3baaa19f67febbf1fc6e,0.6659553552427729
049-Oscar-Miauw.wav,90d57d37014da04e7ed4362b8ef4f504,0.639529674078661
"04_Kirkenes_Round street crossing, quiet steps, car, birds, seagulls 1329.wav",95984aa125a1c442e596ecd514906f85,0.35836683638759076
05-Osterport_Platform_ThroughTrain.wav,76f790cd93a6c15f83656b3e4cb1ced5,0.7323764115008297
05669 approaching storm.wav,b06f5e504229381e45b39730ce0769b6,0.4106795781187243
05687 morning birds ambience.wav,9f93ae7e950737cd4f98840034497959,0.5634888343738251
05_Lanes_Island_Water_BoatPasses_48_24.wav,30df9d8493d908ff1d66318617fe5999,0.36874860263684767
06-Osterport_Platform_S-Train_Arrival_Departure.wav,0189c83b92a7a8320f0b1bd78f3ed113,0.37981215024268167
0605door.wav,e91e63476ac0c9a6373481679cbdb99a,0.6238593648534559
061226_fire_ms957.wav,4a2eed7ed21fa5d84d7018ad2c43c788,0.4853089543732597
06_Lanes_Island_Water_MotorInBG_48_24.wav,b8a66f9d662982306fa56360e709c1e7,0.39386354883006375
07-Bakken_Outside-Musichall.wav,1c08a11d53993b50606cd7d5f35b7615,0.2975006302222193
070821_flsp_trail02.wav,fd11a507ca42f0848b7fcdec5ded3eb0,0.5594985998802371
070821_flsp_trail03.wav,18854a633804f0a48c2cca2b8b35ed61,0.5535573231305126
071616 Metal lid drops.wav,e6b157124047203c77af145fc0c40969,0.512968345128917
07_Lanes_Island_Ambient2_44_16.wav,43a37b76a9f4f2cbcc9661418da02ca9,0.546598325935108
07_STRAM.wav,734c0be6f2b115cc3979d9186223c236,0.4861405282517231
08 - 333 con tren hotel Galicia-Madrid saliendo de Zamora  11-04-2011.wav,ac5deed7541bb3c43153fc36e4a6c6f4,0.5800899003130605
080101-042_pasa el tren.wav,0aab1c9e34d57d80d177e61656c816a8,0.5864621342126479
080101-iceskating-lake.wav,1a73b60d567196cb3095c92b5c8f82e6,0.5266785383052814
0804_094043 metal grinding or drilling 30secs.wav,df2c8ddc1b50afb39e5872266f9e072f,0.5237762600452747
080808_26_Rain_Storm_Lighting_Road_Cars2.wav,22f96adb02c436cc7da81c1cb6874943,0.5207660697530224
080808_29_City_Traffic_Road_Bus.wav,34eb7cabc11bd21c2f8e3068bec0dd6c,0.6096829070675641
080809_03_Ri_pokretneStepeniceKlompeVentilacija.wav,1953ee52ea8563b6d5ead4f92c23c82e,0.4348182469123998
080909_03_machine_motor.wav,387de50c94d9e60bcdec5e7447dc3b6f,0.4882726717376247
080910_01_water_river.wav,d95a1a3743317b1253e843843028a3c2,0.6273112215859887
080912_00_grinder_wood.wav,2c1031ab86fce50bec81172b9ab44d5e,0.6479046267903799
080920_02_song_under_metal.wav,186280ce86f350c2a7d22ac0ccc5af89,0.40089448466804556
081019_02_machine_engine.wav,005daad641929bbf41a127a76cdd589a,0.3750749648966428
09 hn_handrail.wav,ac5ad4d77fee2ef0e3edbff17e9fd494,0.49027103663149096
"09-07-11_0732_Ribeira early morning, next to the river, ducks.wav",29b901c2934f870b97b21ab4034822a8,0.5412565003656008
09-07-11_0736_down on Ponte Dom Luis I.wav,05c2d0e3d0dbcdbe908ff16de7941281,0.6919165474533674
"09-07-14_2052_Matosinhos, grill of a fish restaurant.wav",c7cef482ff5ec2064f7362be55438d92,0.4137301436678704
"09-07-16_1757_Afurada, next to the water in the habour.wav",7253555b91114294f580fea189c5cf3c,0.31801091580475854
"09-07-16_1925_parking palacio de cristal, ventilation system.wav",807473c990a9240a1db0f8740e63d8b8,0.49257988491086957
09-Bakken_HydraulicSwing.wav,8c9c53149a4f0e791548fdfe2dd1f86f,0.30188430756709067
09091600_BeloHorizonte_BusTerminal.wav,2e445dce3f44864184c85848c50df928,0.5309252394425816
1 man running on pavement.wav,520d384ced8073bd9785c7f4f94cbdf5,0.4233438597157502
1.wav,736d431f5a6bc14cd609e375a0c9a9b9,0.43712509560887525
10 ambient russinyol.wav,6299c91e68b82a7e6b37312bcbc14cbb,0.4202292169532644
10-Bakken_GamblingMachines_Hall_calm.wav,31dc0819b785abbe6894ba59775baa55,0.5166332592204174
1000000003.wav,c9f0d57320ecfb5e9e437a704ab25228,0.4904147364304723
100121.wav,9e65df07ea4369b753b5a00c4f6cc557,0.6976539789059462
100302_05.wav,caad5170bcc0d5d69e65bba59b95e092,0.405193484957004
100302_07.wav,f2e4af7a49e391acae923c2c12eb7260,0.3109734926871928
100327_0082 regen patio.wav,71891de3939c06f949bdad1c13fae2a4,0.44478551673490907
101225_pealing.bells.wav,ba11cc35d84eb2f69cdedae884a5b716,0.6363248253856542
10_lightning_kohchang.wav,7293554780521780526f1bc8426c4699,0.5958264488670008
110709_05 goma exhibit.wav,bfa666ec7ca80d5a0c012412bd599f8d,0.5664655000250105
110714_01 bird with engine.wav,612dd4af5058d20b37736b8e5662f877,0.4218628340386902
110714_wren.wav,e6be58297a36625fe577c10a763b35e1,0.5513832434339652
110724_inriversidemus1.wav,7b7274fb22f6e48fd35f467c37cb4c88,0.5304929589212789
110911_german_Junkers_52_motorplane_in_rain_.wav,0d8916bea4d0ad5cf542046b78b8bc70,0.3112188115004415
110911_passing_helicopter_in_rain.wav,45752a390895e472d112263dcc1616ae,0.442883454504842
111229-000_hail_storm_on_window_pane.wav,6f1adb6b6fc552e75d5583b43c73e52e,0.5038336694087582
1136walking_through_forest.wav,2acf7cafbaa6545582bb98d938e38745,0.5082727812364072
12 noon church-bell 140310_0121.wav,9920450694312c6c26670bfaf56c7123,0.43941572350868174
120109_18 d bottles.wav,0d1f6a0f2e9aa2d23683b9670d702517,0.43565490699048853
