file_name,caption_1,caption_2,caption_3,caption_4,caption_5
big_zippers.wav,The bags are opened and closed repeatedly using the zipper.,Zipper constantly running up and down with a clack in the middle.,A zipper being zipped and unzipped multiple times.,A zipper being zipped and unzipped over and over.,Many different bags are zipped up at different speeds.
big_zippers_cap_1.wav,The bags are opened and closed repeatedly using the zipper.,N/A,N/A,N/A,N/A
big_zippers_cap_2.wav,N/A,Zipper constantly running up and down with a clack in the middle.,N/A,N/A,N/A
big_zippers_cap_3.wav,N/A,N/A,A zipper being zipped and unzipped multiple times.,N/A,N/A
big_zippers_cap_4.wav,N/A,N/A,N/A,A zipper being zipped and unzipped over and over.,N/A
big_zippers_cap_5.wav,N/A,N/A,N/A,N/A,Many different bags are zipped up at different speeds.
Ford Transit Door Start.wav,"When an engine is started, put in gear and the engine revs.","A vehicle entryway opens, at that point a vehicle starts up and starts driving.",An engine turns over and the truck pulls away after someone climbs in and shuts the door.,An engine is started then put in gear and the engine revs.,"A car door opens, then a vehicle fires up and begins driving."
Ford Transit Door Start_cap_1.wav,"When an engine is started, put in gear and the engine revs.",N/A,N/A,N/A,N/A
Ford Transit Door Start_cap_2.wav,N/A,"A vehicle entryway opens, at that point a vehicle starts up and starts driving.",N/A,N/A,N/A
Ford Transit Door Start_cap_3.wav,N/A,N/A,An engine turns over and the truck pulls away after someone climbs in and shuts the door.,N/A,N/A
Ford Transit Door Start_cap_4.wav,N/A,N/A,N/A,An engine is started then put in gear and the engine revs.,N/A
Ford Transit Door Start_cap_5.wav,N/A,N/A,N/A,N/A,"A car door opens, then a vehicle fires up and begins driving."
140211-001 puka water.wav,Water burbles in a brook along a small stream.,A small stream of running water in a brook.,Steady flow of water rushing through the pipe.,A garden water feature was left on to run constantly.,Water flows into a container from a tap.
140211-001 puka water_cap_1.wav,Water burbles in a brook along a small stream.,N/A,N/A,N/A,N/A
140211-001 puka water_cap_2.wav,N/A,A small stream of running water in a brook.,N/A,N/A,N/A
140211-001 puka water_cap_3.wav,N/A,N/A,Steady flow of water rushing through the pipe.,N/A,N/A
140211-001 puka water_cap_4.wav,N/A,N/A,N/A,A garden water feature was left on to run constantly.,N/A
140211-001 puka water_cap_5.wav,N/A,N/A,N/A,N/A,Water flows into a container from a tap.
greece_naxos_cicadas_1.wav,"Loudly and without stopping, a large number of crickets chirp.",A large number of crickets chirp loudly and without end.,"Hundreds of bugs, including cicadas, are buzzing loud and consistently.",A sprinkler is turning around and spraying water.,"As time goes on, the crickets are chirping louder and louder."
greece_naxos_cicadas_1_cap_1.wav,"Loudly and without stopping, a large number of crickets chirp.",N/A,N/A,N/A,N/A
greece_naxos_cicadas_1_cap_2.wav,N/A,A large number of crickets chirp loudly and without end.,N/A,N/A,N/A
greece_naxos_cicadas_1_cap_3.wav,N/A,N/A,"Hundreds of bugs, including cicadas, are buzzing loud and consistently.",N/A,N/A
greece_naxos_cicadas_1_cap_4.wav,N/A,N/A,N/A,A sprinkler is turning around and spraying water.,N/A
greece_naxos_cicadas_1_cap_5.wav,N/A,N/A,N/A,N/A,"As time goes on, the crickets are chirping louder and louder."
light rain in city.wav,A campfire crackling and burning without a change.,light rain and thunder erupt as a storm is coming from a distance.,"A fire crackles softly, then a light breeze hits and the fire picks up a bit.","A fire crackles softly, a light breeze hits and the fire picks up a bit.",A campfire continues to crackle and burn consistently.
light rain in city_cap_1.wav,A campfire crackling and burning without a change.,N/A,N/A,N/A,N/A
light rain in city_cap_2.wav,N/A,light rain and thunder erupt as a storm is coming from a distance.,N/A,N/A,N/A
light rain in city_cap_3.wav,N/A,N/A,"A fire crackles softly, then a light breeze hits and the fire picks up a bit.",N/A,N/A
light rain in city_cap_4.wav,N/A,N/A,N/A,"A fire crackles softly, a light breeze hits and the fire picks up a bit.",N/A
light rain in city_cap_5.wav,N/A,N/A,N/A,N/A,A campfire continues to crackle and burn consistently.
Kitchen Sounds _06.wav,Dishes and silverware being collected as pots and pans are disturbed by someone in a kitchen.,Various dishes and pieces of cutlery clang together as they are gathered together.,"A person puts cutlery, dishes, pots and pans into cabinet.",dishes and silverware being collected as pots and pans are disturbed by someone in the kitchen.,The plates and silverware clank together as the table is cleaned.
Kitchen Sounds _06_cap_1.wav,Dishes and silverware being collected as pots and pans are disturbed by someone in a kitchen.,N/A,N/A,N/A,N/A
Kitchen Sounds _06_cap_2.wav,N/A,Various dishes and pieces of cutlery clang together as they are gathered together.,N/A,N/A,N/A
Kitchen Sounds _06_cap_3.wav,N/A,N/A,"A person puts cutlery, dishes, pots and pans into cabinet.",N/A,N/A
Kitchen Sounds _06_cap_4.wav,N/A,N/A,N/A,dishes and silverware being collected as pots and pans are disturbed by someone in the kitchen.,N/A
Kitchen Sounds _06_cap_5.wav,N/A,N/A,N/A,N/A,The plates and silverware clank together as the table is cleaned.
Piledriver NYC 2014.wav,A large metallic object is being struck against another at regular intervals,Two metallic objects are struck together at regular intervals.,"As one object repeatedly strikes another, many echoes are created.",A hammer is repeatedly forced down on a thick piece of steel,"On a thick piece of steel, a hammer is repeatedly forced down."
Piledriver NYC 2014_cap_1.wav,A large metallic object is being struck against another at regular intervals,N/A,N/A,N/A,N/A
Piledriver NYC 2014_cap_2.wav,N/A,Two metallic objects are struck together at regular intervals.,N/A,N/A,N/A
Piledriver NYC 2014_cap_3.wav,N/A,N/A,"As one object repeatedly strikes another, many echoes are created.",N/A,N/A
Piledriver NYC 2014_cap_4.wav,N/A,N/A,N/A,A hammer is repeatedly forced down on a thick piece of steel,N/A
Piledriver NYC 2014_cap_5.wav,N/A,N/A,N/A,N/A,"On a thick piece of steel, a hammer is repeatedly forced down."
tinky whooshy sweep.wav,"A shrill, eerie kind of music grows more shrill and loud after briefly becoming softer.","Electronic music leads to escalating, then decreasing notes.",Electronic music plays and the notes rise then fall in pitch.,"Electronic, funny music that might be in a science fiction movie.","Electronic, happy music might be in a science fiction movie."
tinky whooshy sweep_cap_1.wav,"A shrill, eerie kind of music grows more shrill and loud after briefly becoming softer.",N/A,N/A,N/A,N/A
tinky whooshy sweep_cap_2.wav,N/A,"Electronic music leads to escalating, then decreasing notes.",N/A,N/A,N/A
tinky whooshy sweep_cap_3.wav,N/A,N/A,Electronic music plays and the notes rise then fall in pitch.,N/A,N/A
tinky whooshy sweep_cap_4.wav,N/A,N/A,N/A,"Electronic, funny music that might be in a science fiction movie.",N/A
tinky whooshy sweep_cap_5.wav,N/A,N/A,N/A,N/A,"Electronic, happy music might be in a science fiction movie."
