file_name,caption_1,caption_2,caption_3,caption_4,caption_5
Commercial Oven Door Mechanism and Open Close.wav,A door is being opened and closed over and over.,A door is being opened and closed repeatedly.,A door latch being pulled and a door opening and shutting in a repeated fashion.,A door latch is being pulled and a door is opening and shutting in a repeated fashion.,A gun shot occurs while a person loads it several times.
Commercial Oven Door Mechanism and Open Close_cap_1.wav,A door is being opened and closed over and over.,N/A,N/A,N/A,N/A
Commercial Oven Door Mechanism and Open Close_cap_2.wav,N/A,A door is being opened and closed repeatedly.,N/A,N/A,N/A
Commercial Oven Door Mechanism and Open Close_cap_3.wav,N/A,N/A,A door latch being pulled and a door opening and shutting in a repeated fashion.,N/A,N/A
Commercial Oven Door Mechanism and Open Close_cap_4.wav,N/A,N/A,N/A,A door latch is being pulled and a door is opening and shutting in a repeated fashion.,N/A
Commercial Oven Door Mechanism and Open Close_cap_5.wav,N/A,N/A,N/A,N/A,A gun shot occurs while a person loads it several times.
january birds yorkshire.wav,A gentle wind blowing behind several birds chirping.,Birds chirping with a gentle wind in the background.,Small birds singing in the distance were almost inaudible.,"The gentle sound of birds chirping, calling, and singing in the background.","faint sound of birds chirping in the distance,"
january birds yorkshire_cap_1.wav,A gentle wind blowing behind several birds chirping.,N/A,N/A,N/A,N/A
january birds yorkshire_cap_2.wav,N/A,Birds chirping with a gentle wind in the background.,N/A,N/A,N/A
january birds yorkshire_cap_3.wav,N/A,N/A,Small birds singing in the distance were almost inaudible.,N/A,N/A
january birds yorkshire_cap_4.wav,N/A,N/A,N/A,"The gentle sound of birds chirping, calling, and singing in the background.",N/A
january birds yorkshire_cap_5.wav,N/A,N/A,N/A,N/A,"faint sound of birds chirping in the distance,"
kitchen.wav,A ball being dropped on a table then rolled.,A ball drops on a table then rolls.,Amid the silence an item is being moved.,An item is being moved among otherwise silence.,"a low humming constantly, a hard object hits the floor and is moved back and forth across a wood floor."
kitchen_cap_1.wav,A ball being dropped on a table then rolled.,N/A,N/A,N/A,N/A
kitchen_cap_2.wav,N/A,A ball drops on a table then rolls.,N/A,N/A,N/A
kitchen_cap_3.wav,N/A,N/A,Amid the silence an item is being moved.,N/A,N/A
kitchen_cap_4.wav,N/A,N/A,N/A,An item is being moved among otherwise silence.,N/A
kitchen_cap_5.wav,N/A,N/A,N/A,N/A,"a low humming constantly, a hard object hits the floor and is moved back and forth across a wood floor."
scrapping.wav,A knife being sharpened on a metal grinder.,A knife is being sharpened on a metal grinder.,"A large blade grinds and resonates back and forth against rough, sharpening tool.",Someone rubbing a piece of metal against another piece of metal,The steady rhythm of steel grinding against steel.
scrapping_cap_1.wav,A knife being sharpened on a metal grinder.,N/A,N/A,N/A,N/A
scrapping_cap_2.wav,N/A,A knife is being sharpened on a metal grinder.,N/A,N/A,N/A
scrapping_cap_3.wav,N/A,N/A,"A large blade grinds and resonates back and forth against rough, sharpening tool.",N/A,N/A
scrapping_cap_4.wav,N/A,N/A,N/A,Someone rubbing a piece of metal against another piece of metal,N/A
scrapping_cap_5.wav,N/A,N/A,N/A,N/A,The steady rhythm of steel grinding against steel.
Floor_trading3.wav,A bell rings and a several people are talking in a crowd.,A bell sounds while crowds of people chatter and cheer.,"A large group of people are talking, some yelling, and a bell rings once.","Crowds chatter, a bell sounds and people continue to chatter and cheer.","When the bell rings, several people are still talking."
