file_name,caption_1,caption_2,caption_3,caption_4,caption_5
big_zippers.wav,The bags are opened and closed repeatedly using the zipper.,Zipper constantly running up and down with a clack in the middle.,A zipper being zipped and unzipped multiple times.,A zipper being zipped and unzipped over and over.,Many different bags are zipped up at different speeds.
Ford Transit Door Start.wav,"When an engine is started, put in gear and the engine revs.","A vehicle entryway opens, at that point a vehicle starts up and starts driving.",An engine turns over and the truck pulls away after someone climbs in and shuts the door.,An engine is started then put in gear and the engine revs.,"A car door opens, then a vehicle fires up and begins driving."
140211-001 puka water.wav,Water burbles in a brook along a small stream.,A small stream of running water in a brook.,Steady flow of water rushing through the pipe.,A garden water feature was left on to run constantly.,Water flows into a container from a tap.
greece_naxos_cicadas_1.wav,"Loudly and without stopping, a large number of crickets chirp.",A large number of crickets chirp loudly and without end.,"Hundreds of bugs, including cicadas, are buzzing loud and consistently.",A sprinkler is turning around and spraying water.,"As time goes on, the crickets are chirping louder and louder."
light rain in city.wav,A campfire crackling and burning without a change.,light rain and thunder erupt as a storm is coming from a distance.,"A fire crackles softly, then a light breeze hits and the fire picks up a bit.","A fire crackles softly, a light breeze hits and the fire picks up a bit.",A campfire continues to crackle and burn consistently.
Kitchen Sounds _06.wav,Dishes and silverware being collected as pots and pans are disturbed by someone in a kitchen.,Various dishes and pieces of cutlery clang together as they are gathered together.,"A person puts cutlery, dishes, pots and pans into cabinet.",dishes and silverware being collected as pots and pans are disturbed by someone in the kitchen.,The plates and silverware clank together as the table is cleaned.
Piledriver NYC 2014.wav,A large metallic object is being struck against another at regular intervals,Two metallic objects are struck together at regular intervals.,"As one object repeatedly strikes another, many echoes are created.",A hammer is repeatedly forced down on a thick piece of steel,"On a thick piece of steel, a hammer is repeatedly forced down."
tinky whooshy sweep.wav,"A shrill, eerie kind of music grows more shrill and loud after briefly becoming softer.","Electronic music leads to escalating, then decreasing notes.",Electronic music plays and the notes rise then fall in pitch.,"Electronic, funny music that might be in a science fiction movie.","Electronic, happy music might be in a science fiction movie."
Seawash (calm) .wav,Shallow waves steadily roll in at the beach.,Water churns as the tide splashes against the shore.,Someone walks through a steadily flowing stream in their boots.,A stream is flowing and someone walks into the stream with boots.,Waves crash against the beach and the water froths.
09-Bakken_HydraulicSwing.wav,Numerous individuals are talking as the metro vehicle passes by.,Vehicles in rush hour traffic and individuals talking are making a great deal of commotion,Many people are talking as the subway car goes by.,Cars make a revving sound and crowd noise as time goes on.,cars revving sound and crowd noise as time goes on
wiperslowwithrubbing.wav,A strange machine makes a weird pattern of barking and other sounds,A strange machine barks repeatedly in a pattern.,As the rain falls windshield wipers move side to side.,windshield wipers run continuously on a dry surface.,A dry windshield has wipers constantly wiping it.
BC inside a dog.wav,An intermittent squeak over a background of silence.,"A deep, constant thumping takes place while two golf swings are performed.",The heart is beating in a steady rhythm as the dog is barking from far away.,A heart beat steadily as a dog barks in the distance a couple of times.,A heart beats loudly while a surface is being swept at regular intervals
Chainsaw_3.wav,"In every few seconds, the bush trimmer is buzzing loudly.",A chainsaw varies in speed as a wind has an effect on the sound.,A chainsaw cuts a log into multiple pieces.,A chainsaw is cutting through a piece of wood.,A machine loudly grinds away at a surface.
cranes of babin kuk dubrovnik_050516.wav,A machine runs as a car walks by.,A vehicle engine revs multiple times before stopping.,"A machine motor is operating, a switch is cut off and then on again as a vehicle passes closely.","A machine motor is operating, a switch is cut off and then on again as a vehicle passes nearby.",A car drives past as a machine carries out its duties.
Rain Interior Car.wav,A machine with a loud motor is running constantly.,It is pulling a loaded wagon along the bumpy path.,rustling of leaves gets louder as time goes on,A bunch of hail falls heavily out of the sky.,A factory line takes in many empty plastic bottles and puts them on a belt
Rain_Storm.wav,A downpour of rain lands on a window sill.,"Rain pours, hitting the ground constantly and steadily.",rain pouring down  hitting ground as time goes on,It is raining hard and some traffic is travelling in the background.,"A noisy outdoor location, with falling water, is nearby."
"Metal door closing, locking and leaving.wav","A person opens the locker, closes it, and then runs away.",A light door slams and someone moves about the room with jingling keys.,A loud heater and then a person with boots jogging.,"A light metal door echoes as it opens and closes, some keys jingle, and a pair of footsteps run by.","A light metal door echoes as it opens and closes, some keys jingle, and a pair of footsteps jog by."
woodpecker1.wav,"Random, quick, intermittent clacking with a bird in the background and a child speaks at the end.",Birds flapping their wings and chirping throughout with a girl speaking towards the end.,"Random, quick, intermittent clacking with a bird in the background and a child talks at the end.",Birds flapping their wings and vocalizing throughout with a girl speaking towards the end.,An owl is hooting in the background while a woodpecker is pecking a tree.
jet_engine.wav,A plane roars loudly as it flies up in to the sky,An airplane is firing its engine and getting ready for takeoff.,A plane is flying up to the sky roaring loudly.,The pilot ran the airplane down the runway for takeoff.,A  rocket takes off and the engine noise fades as it gets further away.
RiverS.wav,torrential  down pours of rain on the street pavement,The water pours down so heavily and steadily that it blocks out everything else.,"Consistent, uninterrupted static with no level of change",Static drowns out a person speaking in the background.,A high powered air flow from an air hose using a steady and constant force.
Radio_Interference.wav,A periodic buzzing sound occurs along with static from a radio crackling.,Radio static crackles with a periodic buzzing sound,"Accompanied with buzzing, radio static is increasing and decreasing.",Radio static increasing and decreasing accompanied with buzzing.,Static and white noise is playing from a badly tuned speaker.
20100213.bus.ride.wav,A washing machine increases then decreases in speed as clothes move around and people talk softly.,People talk while a washing machine whirs clothing around with alternating speed.,An engine is whirring and people are talking and moving nearby.,An engine runs while a group of people chat.,A vehicle moves along and picks up the pace gradually before slowing down.
"Foley, cracking floors, take-4.wav",Someone struggles to get a plastic lid off a box,They are having trouble getting a plastic lid off of a container.,A quiet crumpling occurs followed by squeaking and more crumpling,A wooden box is being dragged across the floor.,The wooden box is being dragged across the floor.
hollipops 4 july 12.wav,"A baby makes coughing, cooing, and moaning sounds.","A baby coughs sharply and intermittently prior to pausing to rest, cooing, and coughing once more.","Baby coughing, gurgling, making noise, rubber duck squeezed, coughs again.",A baby is coughing and cooing and moaning.,A baby coughs three times and coughs two times again as another baby cries.
Traffic and Street Ambient.wav,Car motors and traffic with people faintly talking and laughing.,Car motors run in traffic while people are quietly speaking and laughing.,People laugh in the background as vehicles pass by.,Vehicles are driving while people are laughing in the background.,A loud whooshing occurs and is followed by low conversation and laughing of people.
Freight Train Slow2 - Mixdown.wav,A train moves down the railroad tracks with its wheels squeaking.,A train moved down the railroad tracks with its wheels squealing.,A train is rolling down the train tracks at a station.,A train is passing by while steel is scraping.,"A train is passing by a busy, busy workshop."
Giulia Di Clemente.wav,A person sweeping the wet ground with a thud in the background and having a conversation at the same time,A person sweeping wet ground with a metallic thud in the background and a person talking.,"Inside a kitchen, someone moves some vegetable items around.",static hums in the background as something is moved back and forth.,A low humming is followed by a few boisterous scratches and discussion
walking_city street.wav,A person walks by and light traffic noises are in the background.,Someone walks on pavement and occasionally crunches a leaf.,Faint traffic noise sounds as a person walks.,A person is walking noisily outside as large vehicle passes in the background.,Traffic noise and shoes are moving across a rock solid surface.
